element_type,osmid,amenity,name,geometry
node,3534479767,recycling,,POINT (16.3858843 48.1653246)
node,3534479944,recycling,,POINT (16.3813548 48.1706699)
node,3534501339,bench,,POINT (16.3724445 48.1592609)
node,3534501345,bench,,POINT (16.3708094 48.1593247)
node,3534501347,bench,,POINT (16.3725165 48.1593569)
node,3534501362,bench,,POINT (16.3716292 48.1597994)
node,3534501369,bench,,POINT (16.3723534 48.1600947)
node,3534501374,bench,,POINT (16.3729001 48.1603208)
node,3536846593,bicycle_parking,,POINT (16.359087 48.174328)
node,3541227878,waste_basket,,POINT (16.3676226 48.1727729)
node,3541227880,waste_basket,,POINT (16.3760848 48.1841148)
node,3543353130,bench,,POINT (16.3557866 48.1591399)
node,3543353134,bench,,POINT (16.3560454 48.1592744)
node,3543353171,bench,,POINT (16.3593936 48.1620898)
node,3543353179,bench,,POINT (16.3594314 48.1623484)
node,3557729690,bicycle_parking,,POINT (16.3728491 48.1652021)
node,3557729707,bicycle_parking,,POINT (16.3726611 48.1654916)
node,3563253393,bicycle_parking,,POINT (16.3823812 48.1576336)
node,3563688393,restaurant,Hutschenbräu,POINT (16.3968389 48.169074)
node,3572519916,bench,,POINT (16.3737699 48.1602414)
node,3573352569,restaurant,Damak,POINT (16.3764049 48.1748572)
node,3579150482,bench,,POINT (16.3745697 48.148521)
node,3579150484,bench,,POINT (16.3738446 48.1486652)
node,3579245478,recycling,,POINT (16.3759243 48.151019)
node,3586847542,bench,,POINT (16.3738732 48.1486632)
node,3586847543,bench,,POINT (16.3732256 48.1489022)
node,3586847544,bench,,POINT (16.3732052 48.1489195)
node,3588098778,bench,,POINT (16.3708003 48.1580588)
node,3588098779,bench,,POINT (16.3707744 48.1580705)
node,3588099904,bench,,POINT (16.3749659 48.1596641)
node,3588099909,bench,,POINT (16.3788431 48.1602896)
node,3588099910,bench,,POINT (16.3788767 48.1602995)
node,3588099911,waste_basket,,POINT (16.3789139 48.1603069)
node,3588099915,bench,,POINT (16.3796069 48.1604906)
node,3588099916,bench,,POINT (16.3796185 48.1604936)
node,3588099917,waste_basket,,POINT (16.3796275 48.160496)
node,3588099923,waste_basket,,POINT (16.3807693 48.1608826)
node,3588099925,bench,,POINT (16.3807702 48.1608916)
node,3588099929,bench,,POINT (16.3808664 48.1610828)
node,3588099930,bench,,POINT (16.3799384 48.1610927)
node,3588099931,bench,,POINT (16.3766712 48.1614753)
node,3588099932,bench,,POINT (16.3766333 48.1614801)
node,3588099933,bench,,POINT (16.3761765 48.1615227)
node,3588099934,bench,,POINT (16.3761422 48.1615258)
node,3588163992,bench,,POINT (16.3740484 48.1539335)
node,3588164494,bench,,POINT (16.3739339 48.1571107)
node,3588329163,waste_basket,,POINT (16.3823916 48.1694208)
node,3588329165,drinking_water,,POINT (16.3823894 48.1694825)
node,3588329167,bench,,POINT (16.3822411 48.1697728)
node,3588337152,telephone,,POINT (16.3750441 48.1692449)
node,3588618862,bench,,POINT (16.39769 48.1606807)
node,3588618863,bench,,POINT (16.3976009 48.1608334)
node,3588618864,bench,,POINT (16.3975121 48.1609809)
node,3588618879,bench,,POINT (16.397811 48.1615833)
node,3588618882,bench,,POINT (16.3971047 48.161712)
node,3588618885,bench,,POINT (16.3990284 48.1630883)
node,3588638866,bench,,POINT (16.4056868 48.1635304)
node,3588638868,bench,,POINT (16.4056285 48.1635552)
node,3588638870,bench,,POINT (16.4058362 48.1635919)
node,3588638885,bench,,POINT (16.4047453 48.1638409)
node,3588638886,bench,,POINT (16.4046831 48.163842)
node,3588638887,bench,,POINT (16.4046376 48.1638508)
node,3588638890,bench,,POINT (16.4046017 48.1638613)
node,3588638892,bench,,POINT (16.4045553 48.1638987)
node,3588657294,bench,,POINT (16.4045272 48.1639454)
node,3588657299,bench,,POINT (16.4045682 48.1640344)
node,3656504290,atm,Bitcoin ATM Vienna Main Station (Trafik Wasinger),POINT (16.3763103 48.1849452)
node,3659474504,vending_machine,,POINT (16.4026858 48.1651577)
node,3673071833,recycling,,POINT (16.3608917 48.1716308)
node,3673073567,recycling,,POINT (16.3644862 48.1701159)
node,3673198692,doctors,Dr Petrutziu Stefan,POINT (16.3619929 48.1717773)
node,3703070325,place_of_worship,St. Paul - P.A.-Hansson-Siedlung Ost,POINT (16.3917437 48.1466375)
node,3719168778,bicycle_parking,,POINT (16.3821594 48.1800349)
node,3722826797,brothel,Romantikstudio H7a,POINT (16.3828639 48.1447823)
node,3729047334,brothel,Nurumassagen,POINT (16.3823155 48.1629478)
node,3729187104,recycling,,POINT (16.3629352 48.1575051)
node,3730238198,fast_food,Lucky Noodles,POINT (16.3754685 48.1804846)
node,3734221343,doctors,Hautarzt Isolde Göttfried,POINT (16.3798868 48.1710569)
node,3778012852,bench,,POINT (16.4145329 48.1391807)
node,3779752440,library,Bücherei Per-Albin-Hansson-Siedlung,POINT (16.3840704 48.1525295)
node,3779752441,school,Musikschule Hansson-Zentrum,POINT (16.3840672 48.1525836)
node,3779752442,restaurant,Weili Wok,POINT (16.3840704 48.1522482)
node,3779779729,waste_basket,,POINT (16.4202588 48.1276737)
node,3779779730,hunting_stand,,POINT (16.4158662 48.130951)
node,3779831981,telephone,,POINT (16.413839 48.1334909)
node,3812918926,recycling,,POINT (16.3697427 48.1678562)
node,3812925102,recycling,,POINT (16.3696573 48.1669648)
node,3812927030,recycling,,POINT (16.3707166 48.1662027)
node,3812967592,pub,Chicago,POINT (16.3704247 48.169342)
node,3812969145,recycling,,POINT (16.3711367 48.1687948)
node,3819795107,fast_food,BasKent Döner,POINT (16.3770214 48.1755038)
node,3819795109,fast_food,Kebab to Go,POINT (16.3766265 48.175292)
node,3819795110,fast_food,Cio's Kebap,POINT (16.376493 48.1755441)
node,3819795114,ice_cream,Eissalon Monte,POINT (16.3767843 48.1755234)
node,3849756698,cafe,Ritmo Latino,POINT (16.3835481 48.1747244)
node,3856268122,restaurant,Urfa,POINT (16.345569 48.1700141)
node,3856268124,restaurant,Gabi's Schmankerln,POINT (16.3534762 48.171782)
node,3857191069,restaurant,Tennisstüberl Gadolla,POINT (16.3365995 48.1688455)
node,3874975117,kindergarten,Kindergarten,POINT (16.3651691 48.170383)
node,3874977879,kindergarten,Kindergarten,POINT (16.3654519 48.1713627)
node,3874981792,recycling,,POINT (16.3652289 48.1714875)
node,3875040706,recycling,,POINT (16.367076 48.1681058)
node,3964339847,cafe,Groissböck,POINT (16.3774468 48.1756365)
node,4020497816,restaurant,Gasthof Unsinn,POINT (16.3830005 48.1392189)
node,4066683528,social_facility,Lerncafé,POINT (16.3906296 48.1719033)
node,4089237483,bicycle_parking,,POINT (16.3623484 48.1738066)
node,4099245921,parking,,POINT (16.3793429 48.1831134)
node,4101899051,doctors,Dr. Ernst Thalhammer,POINT (16.3560609 48.1741448)
node,4159400489,restaurant,Campus Bräu,POINT (16.3798656 48.1872866)
node,4191496197,vending_machine,,POINT (16.3761373 48.179311)
node,4191497109,vending_machine,,POINT (16.3757841 48.18013)
node,4191499002,vending_machine,,POINT (16.3758193 48.1801363)
node,4191527197,vending_machine,,POINT (16.3764681 48.1786591)
node,4191560605,vending_machine,,POINT (16.3775771 48.175717)
node,4191565812,vending_machine,,POINT (16.3764766 48.1786382)
node,4191713490,vending_machine,,POINT (16.3776086 48.1757223)
node,4191784095,vending_machine,,POINT (16.3782273 48.1742265)
node,4191784290,vending_machine,,POINT (16.3782346 48.1742074)
node,4208866456,social_facility,Senioren Residenz Am Kurpark Wien-Oberlaa,POINT (16.4081607 48.1413529)
node,4210795398,vending_machine,,POINT (16.3741505 48.1857688)
node,4210796505,vending_machine,,POINT (16.3750556 48.1861609)
node,4218860297,vending_machine,,POINT (16.375752 48.1861108)
node,4218873791,vending_machine,,POINT (16.3749068 48.1857316)
node,4218904980,vending_machine,,POINT (16.3763973 48.1855714)
node,4218907950,vending_machine,,POINT (16.3764503 48.1855696)
node,4218907952,vending_machine,,POINT (16.3764038 48.1856364)
node,4218926513,vending_machine,,POINT (16.3763971 48.1856156)
node,4218926515,vending_machine,,POINT (16.3764072 48.1856468)
node,4218933593,vending_machine,,POINT (16.3764325 48.1855706)
node,4218959415,vending_machine,,POINT (16.3763633 48.1855723)
node,4218960502,vending_machine,,POINT (16.3763445 48.1855732)
node,4218960503,vending_machine,,POINT (16.3763937 48.1856052)
node,4218960506,vending_machine,,POINT (16.3764004 48.185626)
node,4219006991,vending_machine,,POINT (16.3763801 48.1855718)
node,4219007090,vending_machine,,POINT (16.3764161 48.1855708)
node,4219409394,vending_machine,,POINT (16.3802032 48.1843188)
node,4219525991,vending_machine,,POINT (16.3804069 48.1849297)
node,4226517632,bicycle_parking,,POINT (16.3669296 48.1706561)
node,4226517633,bicycle_parking,,POINT (16.3684032 48.1788093)
node,4230995409,social_facility,Haus Sama,POINT (16.3835233 48.1766178)
node,4300915371,parking_entrance,,POINT (16.3786461 48.1841319)
node,4314807330,bench,,POINT (16.4200211 48.1321544)
node,4314807332,bench,,POINT (16.4201349 48.1321566)
node,4314807333,bench,,POINT (16.419989 48.1321707)
node,4314807334,waste_basket,,POINT (16.4201515 48.1321712)
node,4314807335,drinking_water,,POINT (16.4200844 48.1321865)
node,4314807336,bench,,POINT (16.4200837 48.1322188)
node,4314807337,bench,,POINT (16.4200403 48.13222)
node,4314807338,waste_basket,,POINT (16.4199846 48.1322327)
node,4314807339,bicycle_parking,,POINT (16.4200299 48.1322814)
node,4314807342,bench,,POINT (16.4196352 48.1326771)
node,4314807343,waste_basket,,POINT (16.4260534 48.1327647)
node,4324214414,recycling,,POINT (16.3757636 48.1493766)
node,4324214415,recycling,,POINT (16.3809671 48.1492607)
node,4324214417,recycling,,POINT (16.3821128 48.1494866)
node,4324214418,recycling,,POINT (16.3788119 48.1501908)
node,4324214419,vending_machine,,POINT (16.3783646 48.1503928)
node,4324214420,vending_machine,,POINT (16.375586 48.1491586)
node,4324313572,recycling,,POINT (16.3787221 48.1488661)
node,4324313574,recycling,,POINT (16.3782044 48.1489699)
node,4324313578,recycling,,POINT (16.3771087 48.1492249)
node,4324360306,recycling,,POINT (16.3792482 48.1495229)
node,4360111161,drinking_water,,POINT (16.3811705 48.1783616)
node,4360111172,drinking_water,,POINT (16.3831218 48.1791333)
node,4360111176,drinking_water,,POINT (16.3837436 48.180025)
node,4360111182,drinking_water,,POINT (16.3819516 48.1818728)
node,4383021369,restaurant,Seppis Beisl,POINT (16.3730709 48.1696295)
node,4392609069,bicycle_parking,,POINT (16.3783075 48.1665009)
node,4392609070,bicycle_parking,,POINT (16.3646057 48.1699226)
node,4392610083,bicycle_parking,,POINT (16.375985 48.1738695)
node,4392644561,bicycle_parking,,POINT (16.3813702 48.1707003)
node,4392644562,bicycle_parking,,POINT (16.3761248 48.1764823)
node,4392644563,bicycle_parking,,POINT (16.3750405 48.1765726)
node,4392644564,bicycle_parking,,POINT (16.3853737 48.1773184)
node,4392644565,bicycle_parking,,POINT (16.3569539 48.1782637)
node,4392644566,bicycle_parking,,POINT (16.3749858 48.1784005)
node,4392644567,bicycle_parking,,POINT (16.376056 48.1790971)
node,4392644568,bicycle_rental,Keplerplatz U1,POINT (16.3758971 48.1791586)
node,4392644569,bicycle_parking,,POINT (16.3748035 48.1800093)
node,4392644570,bicycle_parking,,POINT (16.3740333 48.1819041)
node,4392644572,bicycle_parking,,POINT (16.3748547 48.182885)
node,4392644573,bicycle_parking,,POINT (16.3761905 48.1841941)
node,4392644574,bicycle_parking,,POINT (16.3760176 48.1842962)
node,4392674002,fast_food,Kebab Del Mar,POINT (16.3645047 48.1696878)
node,4392702407,bicycle_parking,,POINT (16.3798034 48.1736786)
node,4393408005,bicycle_parking,,POINT (16.380862 48.1778697)
node,4393408007,bicycle_parking,,POINT (16.3804897 48.1780438)
node,4393408008,bicycle_parking,,POINT (16.3794553 48.1814624)
node,4393408009,bicycle_parking,,POINT (16.374538 48.1818429)
node,4393408010,bicycle_parking,,POINT (16.3741666 48.1835928)
node,4393911906,bicycle_parking,,POINT (16.3870983 48.1668533)
node,4393939687,bicycle_parking,,POINT (16.3709301 48.1688381)
node,4393939688,bicycle_parking,,POINT (16.3694552 48.1693242)
node,4393969904,bicycle_parking,,POINT (16.3587811 48.1747889)
node,4395864987,cafe,,POINT (16.3738447 48.1724208)
node,4395864988,cafe,inpunto CAFFE,POINT (16.3747888 48.1723779)
node,4395889025,restaurant,Balkan Express,POINT (16.3760924 48.1731077)
node,4403526109,bicycle_parking,,POINT (16.3729153 48.1704164)
node,4404850260,recycling,,POINT (16.3635165 48.170214)
node,4405970066,toilets,,POINT (16.3983441 48.1467376)
node,4405970067,drinking_water,,POINT (16.3983536 48.1469041)
node,4416706178,telephone,,POINT (16.3655425 48.1698953)
node,4416707294,parking_entrance,,POINT (16.361704 48.1716575)
node,4417820383,waste_basket,,POINT (16.3477635 48.1656691)
node,4417820384,telephone,,POINT (16.3474454 48.1661611)
node,4417820385,waste_basket,,POINT (16.3474749 48.1662036)
node,4417820394,telephone,,POINT (16.3496703 48.1695933)
node,4417844551,telephone,,POINT (16.3415033 48.1572977)
node,4417844552,telephone,,POINT (16.3421959 48.1574122)
node,4417844553,telephone,,POINT (16.3479748 48.1660091)
node,4427306881,toilets,,POINT (16.3986734 48.150663)
node,4430880560,restaurant,IKI,POINT (16.3803963 48.1867442)
node,4512014693,doctors,Dr. Sonja Hrabcik,POINT (16.3718511 48.1682723)
node,4535419295,waste_basket,,POINT (16.3668007 48.1738801)
node,4535425510,bicycle_parking,,POINT (16.3643118 48.1748523)
node,4579135865,post_box,,POINT (16.3760289 48.1708327)
node,4635439593,restaurant,Urban's Lounge,POINT (16.3812988 48.1818665)
node,4675377445,bench,,POINT (16.4040094 48.1482611)
node,4675377446,bench,,POINT (16.4040172 48.1482922)
node,4675377450,bench,,POINT (16.4034786 48.1487725)
node,4675377451,bench,,POINT (16.4034381 48.1487794)
node,4675377452,bench,,POINT (16.4033941 48.1487875)
node,4675377453,bench,,POINT (16.4033493 48.1487967)
node,4675377472,bench,,POINT (16.403572 48.1497301)
node,4675377473,bench,,POINT (16.4035724 48.1497474)
node,4675377477,waste_basket,,POINT (16.4035873 48.1498232)
node,4675377479,bench,,POINT (16.4042259 48.1499948)
node,4675377480,bench,,POINT (16.404232 48.1500304)
node,4675377481,bench,,POINT (16.4041613 48.1500063)
node,4675377482,bench,,POINT (16.4041303 48.150039)
node,4675377483,waste_basket,,POINT (16.4041039 48.1500334)
node,4675377594,bench,,POINT (16.4046031 48.1504798)
node,4675377595,bench,,POINT (16.4046181 48.1504807)
node,4675377596,bench,,POINT (16.4046199 48.1504887)
node,4675377597,bench,,POINT (16.4046108 48.1504947)
node,4675377598,bench,,POINT (16.4045983 48.1504927)
node,4675377602,bench,,POINT (16.4042628 48.1508023)
node,4675377603,bench,,POINT (16.4042356 48.1507888)
node,4675377604,bench,,POINT (16.4042425 48.150808)
node,4675377605,bench,,POINT (16.404221 48.1508049)
node,4675377606,bench,,POINT (16.4042645 48.1507862)
node,4675377607,waste_basket,,POINT (16.4043221 48.1507012)
node,4675377616,bench,,POINT (16.404005 48.1508076)
node,4675377617,bench,,POINT (16.4039738 48.1508159)
node,4675377635,bench,,POINT (16.403105 48.1513309)
node,4675377671,waste_basket,,POINT (16.4020254 48.1509197)
node,4675377672,waste_basket,,POINT (16.4017872 48.1510373)
node,4682247089,post_box,,POINT (16.4067679 48.1517263)
node,4726953919,restaurant,Schnauzer & Beagle Brewery,POINT (16.3639433 48.1795643)
node,4747130556,bicycle_parking,Dieradstation,POINT (16.3751846 48.1848791)
node,4748510699,taxi,,POINT (16.376632 48.1844355)
node,4748510700,taxi,,POINT (16.3766464 48.184491)
node,4764356156,bench,,POINT (16.4169692 48.1333321)
node,4764356158,bench,,POINT (16.4169405 48.133285)
node,4764356161,place_of_worship,Wiesmayergarten,POINT (16.4169204 48.1333208)
node,4830385103,lost_and_found_box,,POINT (16.3774188 48.1840065)
node,4839902094,cinema,Fortuna,POINT (16.3801668 48.1702566)
node,4844581610,restaurant,Beladi,POINT (16.3807404 48.1687565)
node,4844581611,restaurant,Jamas,POINT (16.3803233 48.1697223)
node,4847380665,cafe,George Deli & Café,POINT (16.3812563 48.1866454)
node,4847380668,bicycle_parking,,POINT (16.3810565 48.1874618)
node,4847380669,bicycle_parking,,POINT (16.3809344 48.1872963)
node,4876447072,bicycle_parking,,POINT (16.3658834 48.1725842)
node,4876451917,cafe,Jasmina's,POINT (16.3653387 48.1723513)
node,4889895376,vending_machine,,POINT (16.349324 48.1740234)
node,4889895377,vending_machine,,POINT (16.3498478 48.1748962)
node,4898099443,fast_food,Mampfbude,POINT (16.3841591 48.1596067)
node,4905930832,vending_machine,,POINT (16.3584185 48.1803401)
node,4905930833,vending_machine,,POINT (16.3584276 48.1803427)
node,5030420022,restaurant,Sezai Fisch(t)raum,POINT (16.376542 48.1769822)
node,5045598758,bench,,POINT (16.3778452 48.1716206)
node,5045598759,bench,,POINT (16.3778056 48.171622)
node,5045598760,bench,,POINT (16.377583 48.1716246)
node,5045598761,bench,,POINT (16.3775361 48.1716255)
node,5045598764,drinking_water,,POINT (16.4052795 48.1386291)
node,5062054052,recycling,,POINT (16.3666435 48.1785096)
node,5083011111,restaurant,magdas KANTINE,POINT (16.3904387 48.1718099)
node,5099292319,waste_basket,,POINT (16.3777258 48.1732524)
node,5099294021,waste_basket,,POINT (16.3773805 48.1732765)
node,5101942109,vending_machine,,POINT (16.3987759 48.1425458)
node,5101942110,vending_machine,,POINT (16.3987949 48.1425414)
node,5180659069,restaurant,Buschenschank Frauneder,POINT (16.3990099 48.1379126)
node,5204004765,recycling,,POINT (16.3785752 48.1703448)
node,5207084736,community_centre,JUST@OPS,POINT (16.3550767 48.1557666)
node,5218915719,waste_basket,,POINT (16.3805877 48.1644158)
node,5231851376,bicycle_parking,,POINT (16.3836019 48.160873)
node,5246501292,vending_machine,,POINT (16.3836907 48.1613355)
node,5246501293,vending_machine,,POINT (16.3836894 48.161342)
node,5246501303,waste_basket,,POINT (16.3837323 48.1613173)
node,5246501304,waste_basket,,POINT (16.3835176 48.161282)
node,5247369659,vending_machine,,POINT (16.382816 48.1635942)
node,5247369663,telephone,,POINT (16.38166 48.1654942)
node,5247369664,telephone,,POINT (16.3816553 48.1655053)
node,5268194733,waste_basket,,POINT (16.3838024 48.1613494)
node,5275113946,childcare,Technokids,POINT (16.3630457 48.1738442)
node,5275113947,childcare,,POINT (16.3601421 48.1733827)
node,5275113948,kindergarten,Städtischer Kindergarten Friesenplatz 8-9,POINT (16.3634305 48.1721073)
node,5275113949,childcare,Kindergarten Lilie,POINT (16.3652758 48.1727227)
node,5314200647,recycling,,POINT (16.4014321 48.1378281)
node,5405407120,bench,,POINT (16.3395027 48.1613564)
node,5405407221,waste_basket,,POINT (16.3395499 48.161347)
node,5405426434,waste_basket,,POINT (16.3369792 48.1600868)
node,5417527232,vending_machine,,POINT (16.3590289 48.1744971)
node,5417527279,recycling,,POINT (16.3600995 48.1756875)
node,5417527280,waste_disposal,,POINT (16.3601341 48.1756616)
node,5417531475,waste_basket,,POINT (16.3616022 48.1758063)
node,5455566207,recycling,,POINT (16.3795926 48.1714341)
node,5455566209,post_box,,POINT (16.3812013 48.1720741)
node,5455566210,telephone,,POINT (16.3813609 48.1721447)
node,5471156382,shelter,,POINT (16.4030844 48.1420034)
node,5471186544,bench,,POINT (16.4038114 48.1416425)
node,5471188530,bench,,POINT (16.4023287 48.1418721)
node,5471195199,bench,,POINT (16.401072 48.1421676)
node,5501842396,waste_basket,,POINT (16.3899138 48.1579953)
node,5514490633,restaurant,Al Banco - Aperibar,POINT (16.3803466 48.1871737)
node,5514490634,fast_food,dean&david,POINT (16.3806035 48.187264)
node,5536093214,cafe,Cafe Konditorei Maria,POINT (16.3643262 48.1683867)
node,5538318274,bench,,POINT (16.3644888 48.1680222)
node,5538318275,bench,,POINT (16.3645253 48.167998)
node,5538318276,bench,,POINT (16.3645726 48.1680255)
